ID,Quelle,Thema,Befund,Art,Referenzstelle,Geprueft,Bewertung,Empfehlung,Meilenstein,Prioritaet,Status,Blockiert durch
FB-78,M4-Umsetzung,"`Checked{Missing}` ist das Auspacken, nicht nur eine Pruefung","Der Codegen reichte jeden `Checked`-Knoten unveraendert durch. Bei `Missing` (3.8) ist das falsch: Der Knoten prueft nicht nur, dass ein Wert da ist, er *liefert* ihn auch. Jeder folgende Zugriff ging damit auf den Wrapper statt auf den Inhalt.",Bug,3.8,"Von clang gefunden: „invalid indices for extractvalue"" — ein Feldzugriff mit Index 2 auf einen Wrapper mit zwei Feldern.","Die Dominanzregel aus 3.8 sagt, dass ein Zugriff unter `.valid` den *Inhalt* meint. Im Interpreter faellt das nicht auf, weil `Value::Optional` sich beim Lesen selbst auspackt; im erzeugten Code ist der Wrapper ein Struct, und der Index zeigt daneben.","Erledigt: `Checked{Missing}` packt aus, wenn der Zieltyp ein anderer ist als der des Inhalts. Das Auspacken steht damit an *einer* Stelle — eine zweite in `field_of` waere eine zweite Gelegenheit, es verschieden zu tun.",M4,mittel,behoben 2026-09-12,
FB-79,M4-Umsetzung,Der Markenzaehler einer Funktion begann je Funktion bei null,"Marken stehen im Modul, der Zaehler aber im `FnCtx`. Zwei Funktionen mit je einem `if` hatten beide `dann1`.",Bug,11.2,"Vom Test `every_label_in_the_generated_ir_is_unique` gefunden, sobald ein Programm mehr als eine Funktion mit Verzweigung hatte.","Derselbe Befund wie FB-72 bei den Uebergaengen, eine Ebene hoeher: Eine Nummer, die nur lokal eindeutig ist, reicht fuer einen global sichtbaren Namen nicht. Dass der Test ihn gefunden hat, spricht dafuer, ihn nach jedem neuen Erzeuger laufen zu lassen.","Erledigt: Die Marke kommt aus `Module::next_label()`, der einzigen Stelle, die alle Erzeuger erreichen.",M4,mittel,behoben 2026-09-12,
FB-80,M4-Umsetzung,"`table<A, B>` brauchte gar keine Laenge im Typ","Der Codegen meldete `table<A, B>` als Luecke, weil der MIR-Typ keine Laenge traegt — scheinbar ein Fehler im Typsystem, der auch `takt size` (11.5) betrifft.",Befund,3.9; 11.5,"Beim Senken von `interp` geprueft: Die Grammatik nennt `table<A, B>` ohne Laenge (2.3), 3.9 verlangt eine Konstante, und der Compiler faltet sie an die Aufrufstelle — im MIR steht dort ein Array-Literal mit bekannter Laenge.","Die vermeintliche Luecke war eine falsche Annahme meinerseits: Eine Tabelle *ist* immer ein Literal, also ist ihre Zahl an jeder Stelle bekannt, an der sie gebraucht wird. Ein Laengenparameter am Typ waere Redundanz gewesen, und eine geratene Schranke (`TABLE_MAX`) haette Speicher belegt, den `takt size` falsch ausgewiesen haette. Der urspruengliche Entwurf von 3.9 ist an dieser Stelle besser als mein erster Reflex.","Erledigt: `interp` liest die Stuetzstellen unmittelbar aus dem Literal und rollt die Suche ab — die abgerollte Form *ist* die Schranke, die 4.1 verlangt. Der Typ bleibt, wie 2.3 ihn nennt.",M4,niedrig,behoben 2026-09-12,
FB-81,M4-Umsetzung,"Latch, Parametervektor und Commands wurden indiziert statt aufsummiert","Drei Zugriffe adressierten ihren Vektor mit `getelementptr T, ptr %n, i32 <Id>` — also mit der Groesse *dieses* Eintrags als Schrittweite. Bei Eintraegen verschiedener Breite zeigen zwei Indizes damit auf dieselbe Stelle oder daneben: In `15_quality` landete `ok` (i1, Id 1) auf Byte 1 und `shown` (double, Id 2) auf Byte 16. Bei den Commands war es schlimmer: Sie zaehlten `i1`-Schritte hinter ein Array, dessen Eintraege die Groesse eines Abbild-Eintrags haben — der Zugriff landete mitten in den Channeldaten.",Bug,9.1; 9.2; 8.4; 8.5,"Beim Entwurf des differentiellen Tests gefunden: Um den Latch auszulesen, musste sein Aufbau feststehen — und dabei fiel auf, dass er keinen hat.","Der Fehler war unsichtbar, weil er erst beim *Ausfuehren* auffaellt: Die IR ist gueltig, sie assembliert, und jedes Programm mit gleich breiten Outputs verhaelt sich richtig. `15_quality` mit einem `double` zwischen zwei `bool` waere das erste gewesen, das falsch rechnet. Das Prozessabbild hatte den Versatz von Anfang an aufsummiert (FB-63 stellte die ABI dort fest); die drei anderen Vektoren hatten nie eine.","Erledigt: `image::latch_offset`, `param_offset` und `command_offset` summieren wie `offset_of`. Stroeme belegen keinen Platz — sie werden gesendet, nicht gestellt (8.8) —, ihr Platz bleibt aber leer, damit der Index eines Channels seine `ChannelId` bleibt.",M4,hoch,behoben 2026-09-12,
FB-82,M4-Abnahme,Die Entry-Tick-Regel fehlte im Codegen,"Nach einem Uebergang liefen die `loop:`-Bloecke der neu betretenen Zustaende erst im naechsten Tick. 5.2 Regel 4 verlangt sie noch im selben — im Entry-Modus, mit wirkenden `check`s.",Bug,5.2; 3.5; 9.4.4,"Vom differentiellen Test gefunden (Schritt 8): Interpreter und erzeugter Code liefen ueber denselben Korpus, und ihre Outputs wichen ab.","Ein Zustand erreichte seine Invarianten einen Tick zu spaet, und die Outputs des Ticks standen auf den Werten des alten Zustands. In `12_bitfields` erschien `word 81` bei t=2 statt t=1. Der Fehler ist in keinem Textest sichtbar: Die IR ist gueltig, sie assembliert, und nur der Vergleich mit dem Interpreter zeigt den Versatz.","Erledigt: Ein Uebergang fuehrt die `loop:`-Bloecke der betretenen Zustaende noch im selben Tick aus. Dasselbe gilt fuer Tick 0 (1012: „wie eine Maschine bei Tick 0"") und fuer den Fault-Pfad (5.2 Regel 5).",M4,hoch,behoben 2026-09-12,
FB-83,M4-Abnahme,"Der Fault-Pfad merkte nur vor, statt das Ziel zu betreten",Der Fault-Trampolin setzte `pending` und verliess den Schritt. 5.2 Regel 5 verlangt mehr: Das Fault-Ziel wird sofort betreten und im Entry-Modus ausgefuehrt.,Bug,5.2; 3.5; 9.4.4,"Vom differentiellen Test gefunden (Schritt 8): Interpreter und erzeugter Code liefen ueber denselben Korpus, und ihre Outputs wichen ab.","Ohne das stehen die Outputs am Commit des Ticks auf den Werten des *alten* Zustands — in `17_nested` blieb `horn` auf `false`, obwohl die Maschine in `SAFE` steht und ihn setzt. Genau diese Latenz soll 9.4.5 beschraenken; ein Fault, der einen Tick braucht, waere eine andere Sprache.","Erledigt: Der Fault-Pfad steht je Blatt (das Ziel haengt am innersten Zustand, der eines deklariert, 5.3), betritt das Ziel mit `exit:`/`enter:` und fuehrt dessen `loop:` im Entry-Modus aus.",M4,hoch,behoben 2026-09-12,
FB-84,M4-Abnahme,`Checked{Valid}` wurde durchgereicht statt geprueft,"Ein Lesen auf einem ungueltigen Channel ist ein `SensorFault` (3.5); die MIR setzt dafuer einen `Checked{Valid}`-Knoten. Der Codegen reichte ihn durch und las den Wert, der im Abbild zufaellig stand.",Bug,5.2; 3.5; 9.4.4,"Vom differentiellen Test gefunden (Schritt 8): Interpreter und erzeugter Code liefen ueber denselben Korpus, und ihre Outputs wichen ab.","Das ist die stille Korruption, die 12.6 ausschliessen soll — der Wert eines `Bad`-Kanals ist bedeutungslos, und ihn zu lesen ergibt eine Zahl ohne Herkunft. Gefunden hat es der differentielle Test: Der Interpreter faultete, der erzeugte Code rechnete weiter.","Erledigt: Der Zweig steht *vor* dem Lesen. `Vars::fault_label` nennt sein Ziel; eine reine Funktion hat keines und meldet das, statt einen Zweig ins Leere zu erzeugen.",M4,hoch,behoben 2026-09-12,
FB-85,M4-Abnahme,Die Anfangswerte der Maschinenvariablen wurden nie geschrieben,"`init_function` setzte `conf` und fuehrte `enter:` aus, aber nie die Initialwerte der Variablen (`s0`, 9.4). Jede Maschinenvariable begann bei der Null, die der Speicher mitbringt — `var n : int = 3` war 0.",Bug,9.4; 1.4,"Vom Fuzzer der Abnahme gefunden, nicht vom Korpus: Die Korpusprogramme lesen ihre Variablen meist erst, nachdem sie sie geschrieben haben, und eine Null am Anfang faellt dort nicht auf. Der Fuzzer erzeugt Ausdruecke, die *nur* aus der Variablen und Konstanten bestehen — dort ist der Unterschied das Ergebnis.","Das ist der Befund, fuer den der Fuzzer da ist. Der Korpus trifft die Faelle, an die jemand gedacht hat; dieser gehoerte nicht dazu. Und er ist nicht klein: Ein Regler, dessen Zustandsvariable mit dem deklarierten Anfangswert starten soll, startet bei null — das ist in der Simulation richtig und auf der Anlage falsch, oder umgekehrt.","Erledigt: `init_function` schreibt `s0` vor jedem `enter:`, weil ein `enter:`-Block die Werte schon lesen darf (1.4). Blockinstanzen sind ausgenommen: Ihr Zustand entsteht aus den Initialwerten des Blocks (5.7).",M4,hoch,behoben 2026-09-12,
FB-86,M4-Abnahme,Die Laufzeitpruefungen aus 4.1 fehlten vollstaendig,"Der Codegen reichte jeden `Checked`-Knoten durch. Eine Range-Verletzung, ein Index ausserhalb der Laenge und eine Division durch null liefen still weiter — `var n : int in 0..200` nahm den Wert 250 an.",Bug,4.1; 3.4,"Beim Nachfassen zum Fuzzer gefunden: Er meidet Faults per Konstruktion, weil ein gefaultetes Programm nichts mehr zu vergleichen hat. Ein von Hand geschriebenes Programm mit absichtlichem Ueberlauf zeigte es.","Das ist die Totalitaetszusage aus 4.1, und ohne sie ist sie keine: Ein Wert ausserhalb seiner deklarierten Range ist genau das, was die Intervallanalyse voraussetzt, wenn sie *andere* Pruefungen wegbeweist (3.4). Ein Codegen, der die verbliebenen nicht erzeugt, macht aus jeder wegbewiesenen Pruefung eine falsche Annahme.","Erledigt: `runtime_check` erzeugt Range, Index und Division durch null. Ueberlauf, Domaene und Konversion brauchen den Operator, den der Knoten nicht nennt — sie kommen mit M5, und der Knoten wird gemeldet statt uebergangen. Die Marke nennt die Art der Pruefung (`geprueft_range_7`), was nach 13.4 kein Schoenheitsargument ist: Die IR ist das Artefakt der Qualifikation.",M4,hoch,behoben 2026-09-12,
FB-87,M4-Abnahme,Eine reine Funktion konnte nicht faulten,"Eine `fn` kann nach 4.1 faulten (Ueberlauf, Range, Division durch null), hat aber keinen Fault-Pfad — sie faultet den Aufrufer. Der Weg dorthin fehlte in der ABI.",Entwurfsentscheidung,4.1; 9.4,"Beim Einbau der Laufzeitpruefungen aufgefallen: Drei Korpusprogramme liessen sich nicht mehr bauen, weil ihre Funktionen Pruefungen enthalten und der Zweig kein Ziel hatte.","Drei Wege standen offen: den Rueckgabewert um ein Flag erweitern (aendert jede Signatur und kostet auch bei Funktionen ohne Pruefung), ein globales Flag (eine Stelle, ein Byte, nur wer prueft zahlt), oder ein Ausgabeparameter je Aufruf (wie der erste, nur umstaendlicher).","Erledigt: Ein globales Flag `takt_fn_fault`, Teil der Runtime-ABI wie `takt_alert`. Eine Stelle genuegt, weil 9.4 keinen nebenlaeufigen Zugriff auf den Zustand einer Maschine kennt (Satz 9.4.1: die Schritte kommutieren) und innerhalb eines Schritts immer nur ein Aufruf laeuft. Der Aufrufer prueft es nach dem Aufruf und nimmt seinen eigenen Fault-Pfad; eine Funktion, die eine andere ruft, reicht es weiter.",M4,mittel,behoben 2026-09-12,
FB-88,M4-Umsetzung,Der Testrahmen las vorzeichenlose Werte als vorzeichenbehaftet,"`c_type` bildete einen LLVM-Typ nur auf seine Breite ab. Ein `u32` wurde damit als `int` gelesen, und `crc32(""123"") = 2286445522` erschien als -2008521774.",Bug,3.2,"Beim Einbau der nativen Funktionen gefunden: Die Pruefsumme stimmte in beiden Implementierungen, nur die Ausgabe wich ab.","LLVM kennt das Vorzeichen nicht im Typ — dort steht nur die Breite, und `sdiv` gegen `udiv` traegt den Unterschied. Der Rahmen muss es aus der MIR nehmen. Der Fehler war harmlos, weil er nur die *Ausgabe* betraf; er haette aber jeden Vergleich vorzeichenloser Werte scheitern lassen, und die Ursache waere beim Codegen gesucht worden.","Erledigt: `Slot` traegt das Vorzeichen, `c_type` nimmt es entgegen, und der Rahmen gibt vorzeichenlose Werte mit `%llu` aus.",M4,niedrig,behoben 2026-09-12,
FB-89,M4-Umsetzung,`t_in_state` begann bei -1 statt bei null,"Der Codegen setzte den Zaehler beim Eintritt auf -1, weil das Ende des Schritts ihn um eins erhoeht. Der Entry-Modus (5.2 Regel 4) laeuft aber noch im selben Tick und liest ihn — jede `after`-Frist feuerte damit einen Tick zu spaet.",Bug,5.2; 7.1,"Vom differentiellen Test mit Eingaben gefunden: `16_timing` wechselte im Interpreter bei t=23 zurueck, im erzeugten Code bei t=24.","Der Interpreter setzt in `enter_state` eine Null und erhoeht am Ende des Ticks nur fuer *aktive* Maschinen. Meine Rechnung war um die Reihenfolge herum gebaut, statt um die Bedeutung: `t_in_state` ist die Zahl der Ticks *seit* dem Eintritt, und im Eintritts-Tick sind das null. Ein Fehler um eins in einer Frist ist der Sorte nach klein und in der Wirkung nicht: Bei 200 ms und 10 ms Tick sind es 5 Prozent.","Erledigt: Der Eintritt setzt 0, wie der Interpreter. Der Test prueft jetzt den Wert und nennt den Grund.",M4,mittel,behoben 2026-09-12,
FB-90,M4-Umsetzung,"`SCHED_FIFO` gehoert in den Betrieb, nicht ins Programm","12.2 verlangt den Tick-Thread als `SCHED_FIFO`. `rustix` bietet `sched_setscheduler` nicht an, und die Frage war, ob das eine Luecke ist.",Entwurfsentscheidung,12.2; 8.10; 13.4,"Beim Bauen von `takt-rt-linux` geprueft: Dieselbe Zeile in 12.2 nennt `isolcpus` und `nohz_full` — beides Kernel-Bootparameter, die kein Programm setzt.","Die Prioritaet steht in derselben Aufzaehlung wie zwei Dinge, die per Definition Betriebskonfiguration sind. Ein Programm, das sie sich selbst gibt, braucht CAP_SYS_NICE oder root — es muesste privilegiert ausgeliefert werden, was fuer Sicherheit und Betrieb schlechter ist als `chrt -f 80 ./programm`. Linux hat fuer den Zweck ein Standardwerkzeug, und 8.10 hat fuer solche Angaben bereits einen Ort.","Erledigt: Die Runtime setzt, was jedem Prozess offensteht (`mlockall`, Kernbindung), und *misst* den Rest. `Guarantee` geht in den Lauf-Header (11.3): Der Unterschied zwischen „lief unter linux_rt"" und „lief unter linux_rt *mit* der Zusage"" steht damit in der Aufzeichnung. Fehlt ein Teil, nennt die Meldung den Weg (`chrt`, `taskset`, RLIMIT_MEMLOCK) — ein Befund ohne Abhilfe ist eine Klage. Eine Zeitgarantie, die still ausfaellt, ist schlimmer als eine, die fehlt: Eine Messung unter ihr sieht gueltig aus.",M4,hoch,behoben 2026-09-12,
FB-91,M4-Abnahme,Der Container misst den Wirt mit,Die Jitter-Messung in Docker liefert ohne `SCHED_FIFO` einen Median von 69 us und mit 20 us — beide Zahlen sagen mehr ueber den Wirt als ueber die Tickquelle.,Befund,12.2; 13.8,"Gemessen auf Docker Desktop (WSL2): 1000 Ticks zu je 1 ms, mit und ohne `chrt -f 80 taskset -c 0`.","Ein Container teilt sich den Kern mit dem Wirt, und seine Uhr ist die virtualisierte; unter Docker Desktop kommt die 9p-Bruecke dazu. Der Faktor 3,4 zwischen beiden Messungen ist trotzdem aussagekraeftig — er zeigt, dass die Zusage wirkt —, die absoluten Zahlen sind es nicht. Die Kalibrierung (`takt bench`, 13.8) gehoert auf die Zielhardware.","Festgehalten: `tools/linux.sh` nennt den Vorbehalt im Kopf, und das Beispiel `jitter` druckt den Befund neben die Zahlen. Was sich hier pruefen laesst, ist die *Richtigkeit* der Pfade — dass `clock_nanosleep_absolute` laeuft und `Guarantee` meldet, was tatsaechlich gilt.",M5,mittel,offen,TTL-Adapter (PA9)
FB-92,Fremdprogramme,Klauselwoerter des Zustandsrumpfs sind global als Bezeichner gesperrt,"Die drei Programme in `feedback/` scheitern am Parser. Ein Teil der Faelle ist ein echter Verstoss gegen die Referenz, ein Teil nicht — `var on : bool` im Blinker ist der Fall, der bleibt.",Befund,2.2; 2.3,"Gegen 2.2 und die EBNF geprueft, dann am Parser nachgemessen. `takt-syntax` fuehrt die Trennung aus 2.2 bereits: neben KEYWORDS (96) gibt es CONTEXTUAL (rund 100), und Felder wie `offset` oder `len` sind darum erlaubt. Von den Kandidaten aus den drei Programmen haelt `state` der Regel stand (2.2 nennt es ausdruecklich), `at` und `node` ebenfalls (`at_stmt`, `node_decl`). Sechs weitere nicht: `on`, `enter`, `exit`, `loop`, `when`, `after` erscheinen in der EBNF ausschliesslich in `on_handler`, `enter_block`, `exit_block`, `loop_block` und `transition` — je als erstes Wort einer Klausel im Zustands- bzw. Maschinenrumpf, nie in einem Ausdruck. Als Variablenname abgelehnt werden sie trotzdem alle sechs.","Die Regel in 2.2 lautet: Schluesselwort ist, was eine Klausel am Zeilenanfang einleitet *oder* in Ausdruecken wirkt. Diese sechs tun das eine nur an einer Stelle, an der eine Variablendeklaration nicht stehen kann, und das andere gar nicht. Es ist dieselbe Haerte, die 2.2 fuer `offset` und `len` ausdruecklich vermeidet — nur ist die Trennung hier nicht bis zu Ende gezogen. Ein Blinker mit `var on : bool` ist die naheliegende Schreibweise; dass sie scheitert, ist eine Abweichung von der eigenen Regel, kein Schutz. Anzumerken bleibt, dass die drei Programme aus aelteren Referenzstaenden stammen und daneben echte Verstoesse enthalten (siehe FB-93, FB-94); dieser Punkt haelt der Grammatik aber stand.","Die Kandidaten von KEYWORDS nach CONTEXTUAL verschieben, wo die Regel aus 2.2 es hergibt — belegt sind sechs. Die Aenderung ist rueckwaertskompatibel (heute abgelehnte Programme werden gueltig) und betrifft Lexer, Parser und die Reserviertheitspruefung aus M0. Nach M5, weil sie keinen laufenden Meilenstein blockiert.",M6,mittel,"behoben 2026-09-16 (M6 Schritt 25): die sechs Woerter stehen in CONTEXTUAL, Parser prueft sie als Woerter an ihrer Stelle; 2.2 nennt die Regel; `50_clause_words.takt` mit `var on`, `var loop`, `var enter`, `input after`",
FB-93,Fremdprogramme,Die Diagnose zum Signaturumbruch nennt die Loesung nicht,Zwei der drei Programme brechen lange `fn`-Signaturen vor `->` um und loesen Kaskaden von Einrueckungsfehlern aus.,Bestaetigt,2.1 (L2.2a),"Isoliert nachgestellt: ein Umbruch vor `-> int` erzeugt drei Fehler, davon zwei Folgefehler.","Die Sprache ist hier im Recht: Die Referenz regelt den Fall ausdruecklich — `->` setzt nicht fort, weil `-> ZIEL` eine eigene Zeile bildet, und sie nennt die Loesung (innerhalb der Parameterliste umbrechen, dort traegt die Klammer). Die Programme stammen aus aelteren Referenzstaenden und verstossen dagegen. Die Diagnose fuehrt aber in die Irre: Sie sagt ""erwartet `->` mit Rueckgabetyp"" und schlaegt inout-Parameter vor — ein Hinweis, der hier nicht passt, waehrend der passende (2.1) fehlt.","Erledigt: Der Parser sieht nach, ob hinter dem Zeilenende ein `->` steht, und nennt dann die Klammerregel aus 2.1 statt der inout-Regel aus 3.9. Der Fall ohne Rueckgabetyp behaelt seinen Hinweis; ein Test haelt beide auseinander. Die Sprache bleibt, wie sie ist — sie war hier im Recht.",M6,niedrig,behoben 2026-09-12,
